201,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+
|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|
+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+
|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|
+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+
|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|
+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+
|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|
+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+
|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|
+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+
|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|
+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+
|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|
+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+
|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|
+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+
|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|
+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+
|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|
+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+
|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|
